	RR	Timestamp	SensorContact	errorEstimate	blockerBit	gap
589	951	1,62677E+12	-1	-1	-1	992
590	951	1,62677E+12	-1	-1	-1	988
591	927	1,62677E+12	-1	-1	-1	1020
592	943	1,62677E+12	-1	-1	-1	0
593	983	1,62677E+12	-1	-1	-1	990
594	879	1,62677E+12	-1	-1	-1	989
595	935	1,62677E+12	-1	-1	-1	1021
596	943	1,62677E+12	-1	-1	-1	988
597	927	1,62677E+12	-1	-1	-1	1007
598	951	1,62677E+12	-1	-1	-1	1483
599	1000	1,62677E+12	-1	-1	-1	511
600	951	1,62677E+12	-1	-1	-1	992
601	967	1,62677E+12	-1	-1	-1	1018
602	991	1,62677E+12	-1	-1	-1	991
603	927	1,62677E+12	-1	-1	-1	989
604	927	1,62677E+12	-1	-1	-1	1021
605	967	1,62677E+12	-1	-1	-1	989
606	927	1,62677E+12	-1	-1	-1	990
607	967	1,62677E+12	-1	-1	-1	1020
608	983	1,62677E+12	-1	-1	-1	961
609	943	1,62677E+12	-1	-1	-1	1019
610	967	1,62677E+12	-1	-1	-1	1020
611	1000	1,62677E+12	-1	-1	-1	962
612	959	1,62677E+12	-1	-1	-1	1019
613	975	1,62677E+12	-1	-1	-1	1050
614	1000	1,62677E+12	-1	-1	-1	931
615	975	1,62677E+12	-1	-1	-1	1023
616	967	1,62677E+12	-1	-1	-1	1016
617	991	1,62677E+12	-1	-1	-1	0
618	967	1,62677E+12	-1	-1	-1	963
619	991	1,62677E+12	-1	-1	-1	1018
620	903	1,62677E+12	-1	-1	-1	4982
621	935	1,62677E+12	-1	-1	-1	1022
622	951	1,62677E+12	-1	-1	-1	1016
623	975	1,62677E+12	-1	-1	-1	959
624	1000	1,62677E+12	-1	-1	-1	1020
625	959	1,62677E+12	-1	-1	-1	1019
626	991	1,62677E+12	-1	-1	-1	962
627	1007	1,62677E+12	-1	-1	-1	1021
628	967	1,62677E+12	-1	-1	-1	0
629	1000	1,62677E+12	-1	-1	-1	1019
630	983	1,62677E+12	-1	-1	-1	992
631	639	1,62677E+12	-1	-1	-1	987
632	1071	1,62677E+12	-1	-1	-1	1046
633	1007	1,62677E+12	-1	-1	-1	935
634	951	1,62677E+12	-1	-1	-1	1025
635	959	1,62677E+12	-1	-1	-1	1016
636	951	1,62677E+12	-1	-1	-1	963
637	951	1,62677E+12	-1	-1	-1	1017
638	951	1,62677E+12	-1	-1	-1	1021
639	927	1,62677E+12	-1	-1	-1	959
640	943	1,62677E+12	-1	-1	-1	1020
641	967	1,62677E+12	-1	-1	-1	1021
642	911	1,62677E+12	-1	-1	-1	959
643	943	1,62677E+12	-1	-1	-1	1020
644	975	1,62677E+12	-1	-1	-1	1050
645	903	1,62677E+12	-1	-1	-1	931
646	943	1,62677E+12	-1	-1	-1	0
647	983	1,62677E+12	-1	-1	-1	1018
648	935	1,62677E+12	-1	-1	-1	1020
649	935	1,62677E+12	-1	-1	-1	960
650	983	1,62677E+12	-1	-1	-1	1020
651	943	1,62677E+12	-1	-1	-1	1021
652	983	1,62677E+12	-1	-1	-1	958
653	951	1,62677E+12	-1	-1	-1	1022
654	943	1,62677E+12	-1	-1	-1	1021
655	991	1,62677E+12	-1	-1	-1	958
656	975	1,62677E+12	-1	-1	-1	1021
657	935	1,62677E+12	-1	-1	-1	1019
658	1007	1,62677E+12	-1	-1	-1	963
659	943	1,62677E+12	-1	-1	-1	1019
660	959	1,62677E+12	-1	-1	-1	1018
661	1000	1,62677E+12	-1	-1	-1	961
662	927	1,62677E+12	-1	-1	-1	1034
663	935	1,62677E+12	-1	-1	-1	1006
664	983	1,62677E+12	-1	-1	-1	989
665	863	1,62677E+12	-1	-1	-1	990
666	823	1,62677E+12	-1	-1	-1	0
667	943	1,62677E+12	-1	-1	-1	1022
668	903	1,62677E+12	-1	-1	-1	959
669	903	1,62677E+12	-1	-1	-1	1051
670	903	1,62677E+12	-1	-1	-1	993
671	919	1,62677E+12	-1	-1	-1	958
672	951	1,62677E+12	-1	-1	-1	1025
673	903	1,62677E+12	-1	-1	-1	982
674	919	1,62677E+12	-1	-1	-1	994
675	975	1,62677E+12	-1	-1	-1	1026
676	927	1,62677E+12	-1	-1	-1	982
677	943	1,62677E+12	-1	-1	-1	990
678	967	1,62677E+12	-1	-1	-1	1019
679	927	1,62677E+12	-1	-1	-1	991
680	967	1,62677E+12	-1	-1	-1	990
681	935	1,62677E+12	-1	-1	-1	0
682	951	1,62677E+12	-1	-1	-1	1020
683	919	1,62677E+12	-1	-1	-1	990
684	951	1,62677E+12	-1	-1	-1	990
685	903	1,62677E+12	-1	-1	-1	1020
686	943	1,62677E+12	-1	-1	-1	991
687	943	1,62677E+12	-1	-1	-1	989
688	919	1,62677E+12	-1	-1	-1	1021
689	959	1,62677E+12	-1	-1	-1	988
690	959	1,62677E+12	-1	-1	-1	991
691	895	1,62677E+12	-1	-1	-1	989
692	927	1,62677E+12	-1	-1	-1	1021
693	983	1,62677E+12	-1	-1	-1	1019
694	943	1,62677E+12	-1	-1	-1	959
695	983	1,62677E+12	-1	-1	-1	1030
696	983	1,62677E+12	-1	-1	-1	982
697	927	1,62677E+12	-1	-1	-1	991
698	991	1,62677E+12	-1	-1	-1	1048
699	1000	1,62677E+12	-1	-1	-1	1020
700	975	1,62677E+12	-1	-1	-1	1204
701	1023	1,62677E+12	-1	-1	-1	745
702	1071	1,62677E+12	-1	-1	-1	1048
703	1007	1,62677E+12	-1	-1	-1	1024
704	1023	1,62677E+12	-1	-1	-1	929
705	1007	1,62677E+12	-1	-1	-1	989
706	983	1,62677E+12	-1	-1	-1	1009
707	991	1,62677E+12	-1	-1	-1	1041
708	991	1,62677E+12	-1	-1	-1	953
709	935	1,62677E+12	-1	-1	-1	987
710	983	1,62677E+12	-1	-1	-1	1020
711	951	1,62677E+12	-1	-1	-1	990
712	903	1,62677E+12	-1	-1	-1	0
713	959	1,62677E+12	-1	-1	-1	991
714	983	1,62677E+12	-1	-1	-1	1020
715	951	1,62677E+12	-1	-1	-1	990
716	991	1,62677E+12	-1	-1	-1	990
717	1000	1,62677E+12	-1	-1	-1	1020
718	983	1,62677E+12	-1	-1	-1	990
719	1007	1,62677E+12	-1	-1	-1	990
720	975	1,62677E+12	-1	-1	-1	1051
721	983	1,62677E+12	-1	-1	-1	958
722	991	1,62677E+12	-1	-1	-1	1010
723	911	1,62677E+12	-1	-1	-1	1001
724	919	1,62677E+12	-1	-1	-1	989
725	951	1,62677E+12	-1	-1	-1	991
726	903	1,62677E+12	-1	-1	-1	1021
727	879	1,62677E+12	-1	-1	-1	991
728	919	1,62677E+12	-1	-1	-1	988
729	911	1,62677E+12	-1	-1	-1	1022
730	887	1,62677E+12	-1	-1	-1	990
731	887	1,62677E+12	-1	-1	-1	0
732	935	1,62677E+12	-1	-1	-1	989
733	879	1,62677E+12	-1	-1	-1	1049
734	903	1,62677E+12	-1	-1	-1	991
735	927	1,62677E+12	-1	-1	-1	1020
736	839	1,62677E+12	-1	-1	-1	975
737	975	1,62677E+12	-1	-1	-1	1204
738	863	1,62677E+12	-1	-1	-1	4784
739	879	1,62677E+12	-1	-1	-1	999
740	871	1,62677E+12	-1	-1	-1	1008
741	839	1,62677E+12	-1	-1	-1	992
742	887	1,62677E+12	-1	-1	-1	3010
743	927	1,62677E+12	-1	-1	-1	977
744	903	1,62677E+12	-1	-1	-1	990
745	935	1,62677E+12	-1	-1	-1	1028
746	831	1,62677E+12	-1	-1	-1	982
747	1143	1,62677E+12	-1	-1	-1	990
748	903	1,62677E+12	-1	-1	-1	1020
749	959	1,62677E+12	-1	-1	-1	1012
750	799	1,62677E+12	-1	-1	-1	1999
751	767	1,62677E+12	-1	-1	-1	1002
752	1071	1,62677E+12	-1	-1	-1	998
753	879	1,62677E+12	-1	-1	-1	989
754	959	1,62677E+12	-1	-1	-1	989
755	927	1,62677E+12	-1	-1	-1	1004
756	943	1,62677E+12	-1	-1	-1	1036
757	887	1,62677E+12	-1	-1	-1	968
758	863	1,62677E+12	-1	-1	-1	998
759	855	1,62677E+12	-1	-1	-1	1034
760	895	1,62677E+12	-1	-1	-1	0
761	879	1,62677E+12	-1	-1	-1	990
762	927	1,62677E+12	-1	-1	-1	981
763	919	1,62677E+12	-1	-1	-1	999
764	911	1,62677E+12	-1	-1	-1	997
765	855	1,62677E+12	-1	-1	-1	1001
766	831	1,62677E+12	-1	-1	-1	1003
767	871	1,62677E+12	-1	-1	-1	989
768	943	1,62677E+12	-1	-1	-1	1021
769	919	1,62677E+12	-1	-1	-1	991
770	855	1,62677E+12	-1	-1	-1	0
771	839	1,62677E+12	-1	-1	-1	988
772	783	1,62677E+12	-1	-1	-1	1010
773	807	1,62677E+12	-1	-1	-1	1001
774	839	1,62677E+12	-1	-1	-1	1002
775	863	1,62677E+12	-1	-1	-1	978
776	831	1,62677E+12	-1	-1	-1	0
777	831	1,62677E+12	-1	-1	-1	1019
778	823	1,62677E+12	-1	-1	-1	991
779	855	1,62677E+12	-1	-1	-1	994
780	879	1,62677E+12	-1	-1	-1	1026
781	935	1,62677E+12	-1	-1	-1	994
782	935	1,62677E+12	-1	-1	-1	995
783	927	1,62677E+12	-1	-1	-1	1010
784	935	1,62677E+12	-1	-1	-1	0
785	927	1,62677E+12	-1	-1	-1	995
786	959	1,62677E+12	-1	-1	-1	988
787	951	1,62677E+12	-1	-1	-1	1012
788	919	1,62677E+12	-1	-1	-1	989
789	967	1,62677E+12	-1	-1	-1	1003
790	751	1,62677E+12	-1	-1	-1	4004
791	1047	1,62677E+12	-1	-1	-1	3030
792	911	1,62677E+12	-1	-1	-1	2974
793	807	1,62677E+12	-1	-1	-1	989
794	879	1,62677E+12	-1	-1	-1	1007
795	903	1,62677E+12	-1	-1	-1	1001
796	791	1,62677E+12	-1	-1	-1	0
797	911	1,62677E+12	-1	-1	-1	995
798	927	1,62677E+12	-1	-1	-1	1000
799	943	1,62677E+12	-1	-1	-1	1005
800	927	1,62677E+12	-1	-1	-1	998
801	975	1,62677E+12	-1	-1	-1	998
802	887	1,62677E+12	-1	-1	-1	1003
803	927	1,62677E+12	-1	-1	-1	997
804	775	1,62677E+12	-1	-1	-1	1004
805	1063	1,62677E+12	-1	-1	-1	999
806	911	1,62677E+12	-1	-1	-1	1001
807	855	1,62677E+12	-1	-1	-1	5011
808	863	1,62677E+12	-1	-1	-1	987
809	1023	1,62677E+12	-1	-1	-1	1003
810	879	1,62677E+12	-1	-1	-1	998
811	831	1,62677E+12	-1	-1	-1	999
812	927	1,62677E+12	-1	-1	-1	1006
813	871	1,62677E+12	-1	-1	-1	0
814	935	1,62677E+12	-1	-1	-1	998
815	911	1,62677E+12	-1	-1	-1	989
816	919	1,62677E+12	-1	-1	-1	1005
817	943	1,62677E+12	-1	-1	-1	1006
818	919	1,62677E+12	-1	-1	-1	993
819	919	1,62677E+12	-1	-1	-1	1000
820	935	1,62677E+12	-1	-1	-1	1034
821	983	1,62677E+12	-1	-1	-1	990
822	951	1,62677E+12	-1	-1	-1	960
823	951	1,62677E+12	-1	-1	-1	1023
824	919	1,62677E+12	-1	-1	-1	995
825	975	1,62677E+12	-1	-1	-1	995
826	991	1,62677E+12	-1	-1	-1	1007
827	1000	1,62677E+12	-1	-1	-1	990
828	991	1,62677E+12	-1	-1	-1	1007
829	943	1,62677E+12	-1	-1	-1	1004
830	951	1,62677E+12	-1	-1	-1	997
831	943	1,62677E+12	-1	-1	-1	995
832	927	1,62677E+12	-1	-1	-1	0
833	935	1,62677E+12	-1	-1	-1	1010
834	975	1,62677E+12	-1	-1	-1	990
835	927	1,62677E+12	-1	-1	-1	1000
836	895	1,62677E+12	-1	-1	-1	1015
837	943	1,62677E+12	-1	-1	-1	992
838	959	1,62677E+12	-1	-1	-1	3012
839	975	1,62677E+12	-1	-1	-1	973
840	863	1,62677E+12	-1	-1	-1	1035
841	895	1,62677E+12	-1	-1	-1	0
842	831	1,62677E+12	-1	-1	-1	999
843	887	1,62677E+12	-1	-1	-1	1000
844	975	1,62677E+12	-1	-1	-1	1001
845	1015	1,62677E+12	-1	-1	-1	1001
846	1039	1,62677E+12	-1	-1	-1	963
847	1023	1,62677E+12	-1	-1	-1	1046
848	1047	1,62677E+12	-1	-1	-1	986
849	1047	1,62677E+12	-1	-1	-1	970
850	1047	1,62677E+12	-1	-1	-1	1015
851	871	1,62677E+12	-1	-1	-1	1001
852	927	1,62677E+12	-1	-1	-1	3019
853	1007	1,62677E+12	-1	-1	-1	990
854	1063	1,62677E+12	-1	-1	-1	978
855	1039	1,62677E+12	-1	-1	-1	1016
856	1063	1,62677E+12	-1	-1	-1	995
857	1063	1,62677E+12	-1	-1	-1	1000
858	1039	1,62677E+12	-1	-1	-1	998
859	991	1,62677E+12	-1	-1	-1	999
860	1071	1,62677E+12	-1	-1	-1	1005
861	1000	1,62677E+12	-1	-1	-1	1018
862	951	1,62677E+12	-1	-1	-1	977
863	927	1,62677E+12	-1	-1	-1	990
864	959	1,62677E+12	-1	-1	-1	1015
865	959	1,62677E+12	-1	-1	-1	1009
866	895	1,62677E+12	-1	-1	-1	980
867	863	1,62677E+12	-1	-1	-1	1006
868	927	1,62677E+12	-1	-1	-1	1001
869	975	1,62677E+12	-1	-1	-1	1002
870	967	1,62677E+12	-1	-1	-1	1005
871	919	1,62677E+12	-1	-1	-1	987
872	911	1,62677E+12	-1	-1	-1	1005
873	951	1,62677E+12	-1	-1	-1	997
874	927	1,62677E+12	-1	-1	-1	1020
875	951	1,62677E+12	-1	-1	-1	993
876	935	1,62677E+12	-1	-1	-1	2003
877	951	1,62677E+12	-1	-1	-1	992
878	1000	1,62677E+12	-1	-1	-1	997
879	959	1,62677E+12	-1	-1	-1	999
880	951	1,62677E+12	-1	-1	-1	994
881	1119	1,62677E+12	-1	-1	-1	1007
882	967	1,62677E+12	-1	-1	-1	998
883	991	1,62677E+12	-1	-1	-1	984
884	1023	1,62677E+12	-1	-1	-1	1023
885	959	1,62677E+12	-1	-1	-1	989
886	1023	1,62677E+12	-1	-1	-1	1001
887	1007	1,62677E+12	-1	-1	-1	997
888	911	1,62677E+12	-1	-1	-1	3008
889	935	1,62677E+12	-1	-1	-1	1007
890	1000	1,62677E+12	-1	-1	-1	996
891	1007	1,62677E+12	-1	-1	-1	989
892	967	1,62677E+12	-1	-1	-1	1016
893	991	1,62677E+12	-1	-1	-1	994
894	983	1,62677E+12	-1	-1	-1	998
895	959	1,62677E+12	-1	-1	-1	996
896	967	1,62677E+12	-1	-1	-1	1005
897	1023	1,62677E+12	-1	-1	-1	998
898	943	1,62677E+12	-1	-1	-1	995
899	991	1,62677E+12	-1	-1	-1	1489
900	927	1,62677E+12	-1	-1	-1	0
901	1000	1,62677E+12	-1	-1	-1	521
902	895	1,62677E+12	-1	-1	-1	1984
903	887	1,62677E+12	-1	-1	-1	1010
904	927	1,62677E+12	-1	-1	-1	1000
905	943	1,62677E+12	-1	-1	-1	1000
906	943	1,62677E+12	-1	-1	-1	994
907	951	1,62677E+12	-1	-1	-1	1011
908	935	1,62677E+12	-1	-1	-1	975
909	919	1,62677E+12	-1	-1	-1	2999
910	903	1,62677E+12	-1	-1	-1	1015
911	1063	1,62677E+12	-1	-1	-1	1001
912	1007	1,62677E+12	-1	-1	-1	981
913	1000	1,62677E+12	-1	-1	-1	1027
914	1007	1,62677E+12	-1	-1	-1	1491
915	943	1,62677E+12	-1	-1	-1	991
916	743	1,62677E+12	-1	-1	-1	0
917	1111	1,62677E+12	-1	-1	-1	2010
918	919	1,62677E+12	-1	-1	-1	0
919	911	1,62677E+12	-1	-1	-1	990
920	927	1,62677E+12	-1	-1	-1	517
921	967	1,62677E+12	-1	-1	-1	999
922	959	1,62677E+12	-1	-1	-1	978
923	879	1,62677E+12	-1	-1	-1	1015
924	911	1,62677E+12	-1	-1	-1	1020
925	943	1,62677E+12	-1	-1	-1	994
926	951	1,62677E+12	-1	-1	-1	992
927	863	1,62677E+12	-1	-1	-1	1013
928	895	1,62677E+12	-1	-1	-1	996
929	959	1,62677E+12	-1	-1	-1	995
930	1015	1,62677E+12	-1	-1	-1	1490
931	1039	1,62677E+12	-1	-1	-1	992
932	1023	1,62677E+12	-1	-1	-1	988
933	1000	1,62677E+12	-1	-1	-1	1021
934	919	1,62677E+12	-1	-1	-1	991
935	887	1,62677E+12	-1	-1	-1	0
936	927	1,62677E+12	-1	-1	-1	987
937	887	1,62677E+12	-1	-1	-1	1023
938	903	1,62677E+12	-1	-1	-1	990
939	1000	1,62677E+12	-1	-1	-1	988
940	1023	1,62677E+12	-1	-1	-1	1022
941	1007	1,62677E+12	-1	-1	-1	990
942	927	1,62677E+12	-1	-1	-1	989
943	911	1,62677E+12	-1	-1	-1	1020
944	943	1,62677E+12	-1	-1	-1	994
945	935	1,62677E+12	-1	-1	-1	986
946	935	1,62677E+12	-1	-1	-1	1019
947	895	1,62677E+12	-1	-1	-1	992
948	1015	1,62677E+12	-1	-1	-1	1020
949	871	1,62677E+12	-1	-1	-1	990
950	887	1,62677E+12	-1	-1	-1	1979
951	823	1,62677E+12	-1	-1	-1	3001
952	831	1,62677E+12	-1	-1	-1	1019
953	815	1,62677E+12	-1	-1	-1	990
954	911	1,62677E+12	-1	-1	-1	0
955	943	1,62677E+12	-1	-1	-1	991
956	863	1,62677E+12	-1	-1	-1	1020
957	799	1,62677E+12	-1	-1	-1	989
958	791	1,62677E+12	-1	-1	-1	991
959	855	1,62677E+12	-1	-1	-1	1020
960	895	1,62677E+12	-1	-1	-1	990
961	967	1,62677E+12	-1	-1	-1	990
962	943	1,62677E+12	-1	-1	-1	0
963	903	1,62677E+12	-1	-1	-1	1022
964	903	1,62677E+12	-1	-1	-1	987
965	687	1,62677E+12	-1	-1	-1	990
966	1079	1,62677E+12	-1	-1	-1	1021
967	967	1,62677E+12	-1	-1	-1	990
968	943	1,62677E+12	-1	-1	-1	989
969	919	1,62677E+12	-1	-1	-1	1019
970	887	1,62677E+12	-1	-1	-1	1019
971	975	1,62677E+12	-1	-1	-1	975
972	991	1,62677E+12	-1	-1	-1	1006
973	943	1,62677E+12	-1	-1	-1	1021
974	1015	1,62677E+12	-1	-1	-1	965
975	975	1,62677E+12	-1	-1	-1	1016
976	927	1,62677E+12	-1	-1	-1	1980
977	903	1,62677E+12	-1	-1	-1	1020
978	903	1,62677E+12	-1	-1	-1	988
979	887	1,62677E+12	-1	-1	-1	1050
980	903	1,62677E+12	-1	-1	-1	963
981	935	1,62677E+12	-1	-1	-1	990
982	967	1,62677E+12	-1	-1	-1	987
983	959	1,62677E+12	-1	-1	-1	1023
984	935	1,62677E+12	-1	-1	-1	989
985	959	1,62677E+12	-1	-1	-1	990
986	959	1,62677E+12	-1	-1	-1	1020
987	967	1,62677E+12	-1	-1	-1	992
988	871	1,62677E+12	-1	-1	-1	0
989	679	1,62677E+12	-1	-1	-1	988
990	1023	1,62677E+12	-1	-1	-1	1020
991	839	1,62677E+12	-1	-1	-1	2999
992	815	1,62677E+12	-1	-1	-1	1051
993	815	1,62677E+12	-1	-1	-1	0
994	831	1,62677E+12	-1	-1	-1	929
995	775	1,62677E+12	-1	-1	-1	3000
996	783	1,62677E+12	-1	-1	-1	0
997	791	1,62677E+12	-1	-1	-1	1021
998	799	1,62677E+12	-1	-1	-1	990
999	775	1,62677E+12	-1	-1	-1	991
1000	727	1,62677E+12	-1	-1	-1	0
1001	711	1,62677E+12	-1	-1	-1	1017
1002	719	1,62677E+12	-1	-1	-1	992
1003	783	1,62677E+12	-1	-1	-1	993
1004	895	1,62677E+12	-1	-1	-1	1018
1005	927	1,62677E+12	-1	-1	-1	1979
1006	831	1,62677E+12	-1	-1	-1	1018
1007	751	1,62677E+12	-1	-1	-1	991
1008	863	1,62677E+12	-1	-1	-1	991
1009	927	1,62677E+12	-1	-1	-1	1020
1010	911	1,62677E+12	-1	-1	-1	1019
1011	863	1,62677E+12	-1	-1	-1	0
1012	935	1,62677E+12	-1	-1	-1	991
1013	919	1,62677E+12	-1	-1	-1	990
1014	959	1,62677E+12	-1	-1	-1	989
1015	983	1,62677E+12	-1	-1	-1	991
1016	935	1,62677E+12	-1	-1	-1	990
1017	831	1,62677E+12	-1	-1	-1	1020
1018	967	1,62677E+12	-1	-1	-1	990
1019	903	1,62677E+12	-1	-1	-1	3001
1020	919	1,62677E+12	-1	-1	-1	989
1021	847	1,62677E+12	-1	-1	-1	0
1022	863	1,62677E+12	-1	-1	-1	1019
1023	743	1,62677E+12	-1	-1	-1	3061
1024	879	1,62677E+12	-1	-1	-1	930
1025	975	1,62677E+12	-1	-1	-1	990
1026	1015	1,62677E+12	-1	-1	-1	1020
1027	975	1,62677E+12	-1	-1	-1	990
1028	871	1,62677E+12	-1	-1	-1	0
1029	911	1,62677E+12	-1	-1	-1	989
1030	975	1,62677E+12	-1	-1	-1	1019
1031	1000	1,62677E+12	-1	-1	-1	992
1032	895	1,62677E+12	-1	-1	-1	5010
1033	911	1,62677E+12	-1	-1	-1	989
1034	959	1,62677E+12	-1	-1	-1	992
1035	807	1,62677E+12	-1	-1	-1	0
1036	887	1,62677E+12	-1	-1	-1	1020
1037	799	1,62677E+12	-1	-1	-1	987
1038	887	1,62677E+12	-1	-1	-1	992
1039	871	1,62677E+12	-1	-1	-1	1050
1040	895	1,62677E+12	-1	-1	-1	991
1041	759	1,62677E+12	-1	-1	-1	1019
1042	783	1,62677E+12	-1	-1	-1	0
1043	807	1,62677E+12	-1	-1	-1	960
1044	871	1,62677E+12	-1	-1	-1	989
1045	791	1,62677E+12	-1	-1	-1	991
1046	839	1,62677E+12	-1	-1	-1	2010
1047	927	1,62677E+12	-1	-1	-1	991
1048	567	1,62677E+12	-1	-1	-1	1019
1049	863	1,62677E+12	-1	-1	-1	1981
1050	799	1,62677E+12	-1	-1	-1	1018
1051	903	1,62677E+12	-1	-1	-1	992
1052	895	1,62677E+12	-1	-1	-1	0
1053	687	1,62677E+12	-1	-1	-1	989
1054	1103	1,62677E+12	-1	-1	-1	1022
1055	807	1,62677E+12	-1	-1	-1	988
1056	927	1,62677E+12	-1	-1	-1	990
1057	807	1,62677E+12	-1	-1	-1	1020
1058	887	1,62677E+12	-1	-1	-1	990
1059	895	1,62677E+12	-1	-1	-1	990
1060	903	1,62677E+12	-1	-1	-1	0
1061	927	1,62677E+12	-1	-1	-1	1020
1062	943	1,62677E+12	-1	-1	-1	990
1063	983	1,62677E+12	-1	-1	-1	990
1064	887	1,62677E+12	-1	-1	-1	1020
1065	1095	1,62677E+12	-1	-1	-1	990
1066	943	1,62677E+12	-1	-1	-1	991
1067	1103	1,62677E+12	-1	-1	-1	2999
1068	855	1,62677E+12	-1	-1	-1	1019
1069	847	1,62677E+12	-1	-1	-1	992
1070	935	1,62677E+12	-1	-1	-1	989
1071	639	1,62677E+12	-1	-1	-1	0
1072	1207	1,62677E+12	-1	-1	-1	2041
1073	911	1,62677E+12	-1	-1	-1	0
1074	671	1,62677E+12	-1	-1	-1	989
1075	1103	1,62677E+12	-1	-1	-1	991
1076	935	1,62677E+12	-1	-1	-1	989
1077	623	1,62677E+12	-1	-1	-1	989
1078	815	1,62677E+12	-1	-1	-1	2009
1079	935	1,62677E+12	-1	-1	-1	1023
1080	855	1,62677E+12	-1	-1	-1	989
1081	967	1,62677E+12	-1	-1	-1	990
1082	959	1,62677E+12	-1	-1	-1	990
1083	855	1,62677E+12	-1	-1	-1	2010
1084	847	1,62677E+12	-1	-1	-1	990
1085	871	1,62677E+12	-1	-1	-1	1079
1086	895	1,62677E+12	-1	-1	-1	931
1087	799	1,62677E+12	-1	-1	-1	1
1088	919	1,62677E+12	-1	-1	-1	989
1089	959	1,62677E+12	-1	-1	-1	1021
1090	871	1,62677E+12	-1	-1	-1	4981
1091	911	1,62677E+12	-1	-1	-1	1018
1092	943	1,62677E+12	-1	-1	-1	990
1093	943	1,62677E+12	-1	-1	-1	990
1094	1000	1,62677E+12	-1	-1	-1	1020
1095	1000	1,62677E+12	-1	-1	-1	990
1096	943	1,62677E+12	-1	-1	-1	992
1097	951	1,62677E+12	-1	-1	-1	0
1098	919	1,62677E+12	-1	-1	-1	1017
1099	887	1,62677E+12	-1	-1	-1	990
1100	863	1,62677E+12	-1	-1	-1	994
1101	839	1,62677E+12	-1	-1	-1	1048
1102	871	1,62677E+12	-1	-1	-1	990
1103	927	1,62677E+12	-1	-1	-1	989
1104	943	1,62677E+12	-1	-1	-1	990
1105	975	1,62677E+12	-1	-1	-1	990
1106	991	1,62677E+12	-1	-1	-1	991
1107	975	1,62677E+12	-1	-1	-1	1019
1108	983	1,62677E+12	-1	-1	-1	991
1109	1015	1,62677E+12	-1	-1	-1	989
1110	1015	1,62677E+12	-1	-1	-1	1022
1111	967	1,62677E+12	-1	-1	-1	988
1112	1015	1,62677E+12	-1	-1	-1	989
1113	1031	1,62677E+12	-1	-1	-1	1021
1114	1015	1,62677E+12	-1	-1	-1	990
1115	1007	1,62677E+12	-1	-1	-1	989
1116	1039	1,62677E+12	-1	-1	-1	1022
1117	943	1,62677E+12	-1	-1	-1	989
1118	943	1,62677E+12	-1	-1	-1	2046
1119	951	1,62677E+12	-1	-1	-1	954
1120	967	1,62677E+12	-1	-1	-1	989
1121	911	1,62677E+12	-1	-1	-1	1021
1122	911	1,62677E+12	-1	-1	-1	991
1123	935	1,62677E+12	-1	-1	-1	990
1124	871	1,62677E+12	-1	-1	-1	1019
1125	927	1,62677E+12	-1	-1	-1	992
1126	951	1,62677E+12	-1	-1	-1	988
1127	919	1,62677E+12	-1	-1	-1	1020
1128	855	1,62677E+12	-1	-1	-1	1978
1129	823	1,62677E+12	-1	-1	-1	1021
1130	695	1,62677E+12	-1	-1	-1	991
1131	791	1,62677E+12	-1	-1	-1	992
1132	951	1,62677E+12	-1	-1	-1	2037
1133	895	1,62677E+12	-1	-1	-1	961
1134	847	1,62677E+12	-1	-1	-1	1020
1135	895	1,62677E+12	-1	-1	-1	990
1136	919	1,62677E+12	-1	-1	-1	991
1137	847	1,62677E+12	-1	-1	-1	1020
1138	719	1,62677E+12	-1	-1	-1	989
1139	967	1,62677E+12	-1	-1	-1	990
1140	919	1,62677E+12	-1	-1	-1	0
1141	983	1,62677E+12	-1	-1	-1	3000
1142	1007	1,62677E+12	-1	-1	-1	1020
1143	1055	1,62677E+12	-1	-1	-1	990
1144	1039	1,62677E+12	-1	-1	-1	988
1145	1007	1,62677E+12	-1	-1	-1	1022
1146	1023	1,62677E+12	-1	-1	-1	1980
1147	1023	1,62677E+12	-1	-1	-1	1019
1148	1007	1,62677E+12	-1	-1	-1	994
1149	1031	1,62677E+12	-1	-1	-1	986
1150	1023	1,62677E+12	-1	-1	-1	1021
1151	1000	1,62677E+12	-1	-1	-1	991
1152	1007	1,62677E+12	-1	-1	-1	988
1153	1015	1,62677E+12	-1	-1	-1	1022
1154	991	1,62677E+12	-1	-1	-1	989
1155	1023	1,62677E+12	-1	-1	-1	990
1156	1023	1,62677E+12	-1	-1	-1	1021
1157	991	1,62677E+12	-1	-1	-1	990
1158	1023	1,62677E+12	-1	-1	-1	990
1159	1015	1,62677E+12	-1	-1	-1	1019
1160	943	1,62677E+12	-1	-1	-1	990
1161	903	1,62677E+12	-1	-1	-1	990
1162	911	1,62677E+12	-1	-1	-1	0
1163	655	1,62677E+12	-1	-1	-1	1051
1164	1159	1,62677E+12	-1	-1	-1	991
1165	839	1,62677E+12	-1	-1	-1	958
1166	927	1,62677E+12	-1	-1	-1	1021
1167	959	1,62677E+12	-1	-1	-1	989
1168	871	1,62677E+12	-1	-1	-1	989
1169	903	1,62677E+12	-1	-1	-1	1020
1170	1000	1,62677E+12	-1	-1	-1	991
1171	959	1,62677E+12	-1	-1	-1	991
1172	823	1,62677E+12	-1	-1	-1	989
