	RR	Timestamp	écart		moyenne	min	max	mode	écart-type	durée	somme RR	max écart tmsp	écart-type tmsp	25e centile	50e centile	75e centile	RR/durée	durée (min)	état	deconnexion
547	686	1623388779433	958	11/06/2021 07:19																
548	566	1623388779433	0	11/06/2021 07:19																
549	602	1623388780423	990	11/06/2021 07:19																
550	605	1623388780423	0	11/06/2021 07:19																
551	562	1623388781412	989	11/06/2021 07:19																
552	536	1623388782371	959	11/06/2021 07:19																
553	608	1623388782371	0	11/06/2021 07:19																
554	581	1623388783362	991	11/06/2021 07:19																
555	598	1623388784351	989	11/06/2021 07:19																
556	512	1623388784351	0	11/06/2021 07:19																
557	595	1623388784351	0	11/06/2021 07:19																
558	582	1623388785311	960	11/06/2021 07:19																
559	504	1623388786302	991	11/06/2021 07:19																
560	578	1623388786302	0	11/06/2021 07:19																
561	986	1623388787261	959	11/06/2021 07:19																
562	1292	1623388789241	1980	11/06/2021 07:19																
563	1050	1623388789241	0	11/06/2021 07:19																
564	682	1623388791191	1950	11/06/2021 07:19																
565	1128	1623388791191	0	11/06/2021 07:19																
566	586	1623388792181	990	11/06/2021 07:19																
567	1155	1623388793141	960	11/06/2021 07:19																
568	1084	1623388794132	991	11/06/2021 07:19																
569	641	1623388795121	989	11/06/2021 07:19																
570	1166	1623388796081	960	11/06/2021 07:19																
571	575	1623388797071	990	11/06/2021 07:19																
572	609	1623388797071	0	11/06/2021 07:19																
573	609	1623388798035	964	11/06/2021 07:19																
574	586	1623388799023	988	11/06/2021 07:19																
575	526	1623388799024	1	11/06/2021 07:19																
576	595	1623388800012	988	11/06/2021 07:20																
577	602	1623388800012	0	11/06/2021 07:20																
578	567	1623388800973	961	11/06/2021 07:20																
579	559	1623388800973	0	11/06/2021 07:20																
580	619	1623388802953	1980	11/06/2021 07:20																
581	1182	1623388802953	0	11/06/2021 07:20																
582	591	1623388803913	960	11/06/2021 07:20																
583	1148	1623388804903	990	11/06/2021 07:20																
584	1206	1623388805863	960	11/06/2021 07:20																
585	461	1623388806853	990	11/06/2021 07:20																
586	635	1623388806853	0	11/06/2021 07:20																
587	594	1623388807843	990	11/06/2021 07:20																
588	557	1623388808803	960	11/06/2021 07:20																
589	876	1623388809793	990	11/06/2021 07:20																
590	1009	1623388810753	960	11/06/2021 07:20																
591	1009	1623388811743	990	11/06/2021 07:20																
592	514	1623388811743	0	11/06/2021 07:20																
593	640	1623388812733	990	11/06/2021 07:20																
594	582	1623388812733	0	11/06/2021 07:20																
595	579	1623388813694	961	11/06/2021 07:20																
596	552	1623388814683	989	11/06/2021 07:20																
597	590	1623388814683	0	11/06/2021 07:20																
598	596	1623388815642	959	11/06/2021 07:20																
599	528	1623388815643	1	11/06/2021 07:20																
600	569	1623388816632	989	11/06/2021 07:20																
601	568	1623388816632	0	11/06/2021 07:20																
602	549	1623388817622	990	11/06/2021 07:20																
603	584	1623388818582	960	11/06/2021 07:20																
604	536	1623388818582	0	11/06/2021 07:20																
605	552	1623388819573	991	11/06/2021 07:20																
606	592	1623388819573	0	11/06/2021 07:20																
607	542	1623388820564	991	11/06/2021 07:20																
608	556	1623388820564	0	11/06/2021 07:20																
609	583	1623388821523	959	11/06/2021 07:20																
610	830	1623388822513	990	11/06/2021 07:20																
611	986	1623388824461	1948	11/06/2021 07:20																
612	2165	1623388825452	991	11/06/2021 07:20																
613	630	1623388826412	960	11/06/2021 07:20																
614	575	1623388826412	0	11/06/2021 07:20																
615	525	1623388827405	993	11/06/2021 07:20																
616	583	1623388828394	989	11/06/2021 07:20																
617	479	1623388828394	0	11/06/2021 07:20																
618	778	1623388829354	960	11/06/2021 07:20																
619	1089	1623388830345	991	11/06/2021 07:20																
620	920	1623388831304	959	11/06/2021 07:20																
621	665	1623388831305	1	11/06/2021 07:20																
622	1154	1623388833286	1981	11/06/2021 07:20																
623	1579	1623388834246	960	11/06/2021 07:20																
624	595	1623388835236	990	11/06/2021 07:20																
625	1584	1623388837188	1952	11/06/2021 07:20																
626	515	1623388837188	0	11/06/2021 07:20																
627	1133	1623388838177	989	11/06/2021 07:20																
628	497	1623388839138	961	11/06/2021 07:20																
629	561	1623388839138	0	11/06/2021 07:20																
630	564	1623388840130	992	11/06/2021 07:20																
631	1312	1623388841119	989	11/06/2021 07:20																
632	469	1623388842079	960	11/06/2021 07:20																
633	1067	1623388843069	990	11/06/2021 07:20																
634	789	1623388843069	0	11/06/2021 07:20																
635	940	1623388844060	991	11/06/2021 07:20																
636	648	1623388845020	960	11/06/2021 07:20																
637	482	1623388846015	995	11/06/2021 07:20																
638	1184	1623388846972	957	11/06/2021 07:20																
639	490	1623388846972	0	11/06/2021 07:20																
640	614	1623388847962	990	11/06/2021 07:20																
641	570	1623388848951	989	11/06/2021 07:20																
642	574	1623388848951	0	11/06/2021 07:20																
643	612	1623388849914	963	11/06/2021 07:20																
644	516	1623388849914	0	11/06/2021 07:20																
645	567	1623388850902	988	11/06/2021 07:20																
646	509	1623388850902	0	11/06/2021 07:20																
647	568	1623388851893	991	11/06/2021 07:20																
648	631	1623388852853	960	11/06/2021 07:20																
649	521	1623388852853	0	11/06/2021 07:20																
650	543	1623388853843	990	11/06/2021 07:20																
651	594	1623388853843	0	11/06/2021 07:20																
652	627	1623388854805	962	11/06/2021 07:20																
653	500	1623388854805	0	11/06/2021 07:20																
654	501	1623388855793	988	11/06/2021 07:20																
655	642	1623388856783	990	11/06/2021 07:20																
656	586	1623388856783	0	11/06/2021 07:20																
657	1065	1623388858735	1952	11/06/2021 07:20																
658	1163	1623388858735	0	11/06/2021 07:20																
659	530	1623388859694	959	11/06/2021 07:21																
660	644	1623388860682	988	11/06/2021 07:21																
661	532	1623388860682	0	11/06/2021 07:21																
662	539	1623388861673	991	11/06/2021 07:21																
663	1110	1623388862636	963	11/06/2021 07:21																
664	1703	1623388864614	1978	11/06/2021 07:21																
665	573	1623388864614	0	11/06/2021 07:21																
666	573	1623388865574	960	11/06/2021 07:21																
667	620	1623388865574	0	11/06/2021 07:21																
668	488	1623388866563	989	11/06/2021 07:21																
669	629	1623388867553	990	11/06/2021 07:21																
670	520	1623388867553	0	11/06/2021 07:21																
671	693	1623388868516	963	11/06/2021 07:21																
672	1099	1623388869504	988	11/06/2021 07:21																
673	571	1623388870464	960	11/06/2021 07:21																
674	1165	1623388871457	993	11/06/2021 07:21																
675	1089	1623388872445	988	11/06/2021 07:21																
676	1317	1623388873402	957	11/06/2021 07:21																
677	325	1623388874393	991	11/06/2021 07:21																
678	571	1623388874393	0	11/06/2021 07:21																
679	498	1623388875353	960	11/06/2021 07:21																
680	616	1623388875353	0	11/06/2021 07:21																
681	497	1623388876343	990	11/06/2021 07:21																
682	559	1623388876343	0	11/06/2021 07:21																
683	599	1623388877333	990	11/06/2021 07:21																
684	520	1623388877333	0	11/06/2021 07:21																
685	544	1623388878293	960	11/06/2021 07:21																
686	576	1623388879282	989	11/06/2021 07:21																
687	567	1623388879282	0	11/06/2021 07:21																
688	637	1623388880242	960	11/06/2021 07:21																
689	493	1623388880242	0	11/06/2021 07:21																
690	546	1623388881232	990	11/06/2021 07:21																
691	573	1623388881232	0	11/06/2021 07:21																
692	545	1623388882222	990	11/06/2021 07:21																
693	1081	1623388883182	960	11/06/2021 07:21																
694	635	1623388884173	991	11/06/2021 07:21																
695	1293	1623388886122	1949	11/06/2021 07:21																
696	971	1623388886122	0	11/06/2021 07:21																
697	641	1623388887112	990	11/06/2021 07:21																
698	541	1623388887112	0	11/06/2021 07:21																
699	593	1623388888074	962	11/06/2021 07:21																
700	555	1623388888074	0	11/06/2021 07:21																
701	675	1623388890055	1981	11/06/2021 07:21																
702	1297	1623388891014	959	11/06/2021 07:21																
703	1495	1623388892004	990	11/06/2021 07:21																
704	558	1623388892995	991	11/06/2021 07:21																
705	562	1623388892995	0	11/06/2021 07:21																
706	589	1623388893955	960	11/06/2021 07:21																
707	843	1623388894944	989	11/06/2021 07:21																
708	1401	1623388895934	990	11/06/2021 07:21																
709	652	1623388896893	959	11/06/2021 07:21																
710	1058	1623388897885	992	11/06/2021 07:21																
711	595	1623388897886	1	11/06/2021 07:21																
712	586	1623388898845	959	11/06/2021 07:21																
713	659	1623388899834	989	11/06/2021 07:21																
714	971	1623388900823	989	11/06/2021 07:21																
715	1281	1623388901784	961	11/06/2021 07:21																
716	1039	1623388902774	990	11/06/2021 07:21																
717	606	1623388903734	960	11/06/2021 07:21																
718	577	1623388903734	0	11/06/2021 07:21																
719	1046	1623388904724	990	11/06/2021 07:21																
720	1254	1623388906674	1950	11/06/2021 07:21																
721	1752	1623388907664	990	11/06/2021 07:21																
722	1165	1623388909613	1949	11/06/2021 07:21																
723	663	1623388910605	992	11/06/2021 07:21																
724	1155	1623388910605	0	11/06/2021 07:21																
725	595	1623388911564	959	11/06/2021 07:21																
726	570	1623388912554	990	11/06/2021 07:21																
727	584	1623388912554	0	11/06/2021 07:21																
728	616	1623388913544	990	11/06/2021 07:21																
729	785	1623388914506	962	11/06/2021 07:21																
730	351	1623388914506	0	11/06/2021 07:21																
731	615	1623388915494	988	11/06/2021 07:21																
732	623	1623388915494	0	11/06/2021 07:21																
733	542	1623388916453	959	11/06/2021 07:21																
734	731	1623388917444	991	11/06/2021 07:21																
735	573	1623388917444	0	11/06/2021 07:21																
736	878	1623388918434	990	11/06/2021 07:21																
737	1140	1623388919396	962	11/06/2021 07:21																
738	591	1623388920384	988	11/06/2021 07:22																
739	658	1623388920384	0	11/06/2021 07:22																
740	529	1623388921372	988	11/06/2021 07:22																
741	500	1623388922334	962	11/06/2021 07:22																
742	508	1623388922334	0	11/06/2021 07:22																
743	677	1623388923323	989	11/06/2021 07:22																
744	500	1623388923323	0	11/06/2021 07:22																
745	1421	1623388925272	1949	11/06/2021 07:22																
746	903	1623388926262	990	11/06/2021 07:22																
747	566	1623388926262	0	11/06/2021 07:22																
748	674	1623388927222	960	11/06/2021 07:22																
749	637	1623388928212	990	11/06/2021 07:22																
750	1142	1623388929202	990	11/06/2021 07:22																
751	1080	1623388930162	960	11/06/2021 07:22																
752	1041	1623388931152	990	11/06/2021 07:22																
753	534	1623388931152	0	11/06/2021 07:22																
754	608	1623388932142	990	11/06/2021 07:22																
755	584	1623388933102	960	11/06/2021 07:22																
756	1107	1623388934092	990	11/06/2021 07:22																
757	405	1623388935054	962	11/06/2021 07:22																
758	981	1623388935054	0	11/06/2021 07:22																
759	568	1623388936044	990	11/06/2021 07:22																
760	429	1623388936044	0	11/06/2021 07:22																
761	586	1623388937035	991	11/06/2021 07:22																
